Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
BUENOS AIRES,La Plata,ruta del sol,2312,SI,,,,,,,SI,SI,6441050,-34.943733354143,-58.173265238971
BUENOS AIRES,La Plata,Tolosa,0,,SI,,SI,,,SI,SI,SI,6441030,-34.900769930717,-57.982129349597
BUENOS AIRES,La Plata,Transradio,0,,,,,SI,,,SI,SI,6441030,-34.879005554196,-58.081733864461
BUENOS AIRES,La Plata,Villa Elisa,0,,SI,,SI,,SI,SI,SI,SI,6441030,-34.877620518712,-58.090713919444
BUENOS AIRES,La Plata,Villa Elvira,0,,SI,,SI,,SI,,SI,SI,6441030,-34.940643762476,-57.921498467558
BUENOS AIRES,La Plata,Villa Garibaldi,0,,,,,,SI,,,,6441030,-34.998651719668,-57.840496624371
BUENOS AIRES,La Plata,Villa Montoro,0,,,,,,SI,,SI,SI,6441030,-34.963449053530,-57.902500130830
BUENOS AIRES,Pilar,Pilar,86158,SI,SI,SI,SI,SI,SI,SI,SI,SI,6638040,-34.466331839636,-58.922719788708
BUENOS AIRES,Pilar,Presidente Derqui,50783,SI,SI,,SI,,SI,SI,SI,SI,6638040,-34.492861693526,-58.841698521872
BUENOS AIRES,Pilar,Roberto De Vicenzo,0,,,,,,,,SI,SI,6638040,-34.436965278433,-58.766994178515
BUENOS AIRES,Pilar,Santa Teresa,5324,,,,,SI,,,SI,SI,6638040,-34.436691415845,-58.757347016439
BUENOS AIRES,Pilar,Tortuguitas,26024,,,,SI,SI,SI,,SI,SI,6638040,-34.457806171712,-58.762090720620
BUENOS AIRES,Pilar,Villa Astolfi,6735,,SI,,SI,,SI,,SI,SI,6638040,-34.485898344627,-58.876833570382
BUENOS AIRES,Pilar,Villa Rosa,23865,SI,SI,SI,SI,,SI,SI,SI,SI,6638040,-34.407732713319,-58.853934577984
BUENOS AIRES,Pilar,Zelaya,3461,SI,SI,,,,SI,SI,SI,SI,6638040,-34.365718284179,-58.893696088678
BUENOS AIRES,Pinamar,Carilo,0,,SI,,,,,,SI,SI,6644010,-37.164159374562,-56.902791437810
BUENOS AIRES,Pinamar,Ostende,0,,SI,,,,,,SI,SI,6644010,-37.130047758189,-56.883398469783
BUENOS AIRES,Pinamar,Pinamar,25397,SI,SI,,SI,SI,,SI,SI,SI,6644010,-37.077744886020,-56.843722743521
BUENOS AIRES,Pinamar,Valeria Del Mar,0,,SI,,,,,,SI,SI,6644010,-37.144555777180,-56.890291998877
BUENOS AIRES,Presidente Perón,Barrio America Unida,0,,,,,,,,SI,SI,6648010,-34.886197581853,-58.417334837340
BUENOS AIRES,Presidente Perón,Guernica,80824,SI,SI,SI,SI,,SI,SI,SI,SI,6648010,-34.923059210854,-58.365027266264
BUENOS AIRES,Puán,17 de Agosto,319,,,,,,,SI,,,6651040,-37.908692442898,-62.936028473080
BUENOS AIRES,Puán,Azopardo,95,,,,,,,,,,6651010,-37.701792052365,-62.900676441568
BUENOS AIRES,Puán,Bordenave,852,,,,SI,SI,SI,SI,,,6651020,-37.802818159741,-63.042514404116
BUENOS AIRES,Puán,Darregueira,5547,SI,SI,SI,SI,,SI,SI,SI,SI,6651030,-37.685756262274,-63.159566390214
BUENOS AIRES,Puán,Puán,4743,,SI,,SI,SI,SI,SI,SI,SI,6651080,-37.542613502113,-62.765227573117
BUENOS AIRES,Puán,San Germán,152,,,,,,SI,SI,,,6651090,-38.299518358131,-62.982187708962
BUENOS AIRES,Puán,Villa Castelar (Est. Erize),31,,,,,,,SI,,,6651100,-37.390546492565,-62.805132565419
BUENOS AIRES,Puán,Villa Iris,1858,,,,SI,,SI,SI,SI,SI,6651110,-38.169309705775,-63.232051180910
BUENOS AIRES,Punta Indio,Alvarez Jonte,38,,,,,,,,,,6655010,-35.322780009254,-57.449076850422
BUENOS AIRES,Punta Indio,Las Tahonas,0,,,,,,,,,,6655040,-35.354875457450,-57.382204568531
BUENOS AIRES,Punta Indio,Pipinas,954,,SI,,,,,SI,SI,SI,6655030,-35.531267069170,-57.328588761705
BUENOS AIRES,Punta Indio,Punta Indio,569,,,,,,SI,SI,,,6655040,-35.280835289809,-57.236007239152
BUENOS AIRES,Punta Indio,Verónica,6546,SI,SI,,SI,,,SI,SI,SI,6655050,-35.388155214250,-57.337160162374
BUENOS AIRES,Quilmes,Bernal,37547,SI,SI,SI,SI,SI,,SI,SI,SI,6658010,-34.700378406023,-58.276642781700
BUENOS AIRES,Quilmes,Bernal Oeste,85959,SI,SI,SI,SI,,,SI,SI,SI,6658010,-34.726964424603,-58.318279562159
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,,,,,SI,,,,,10063050,-28.349557681387,-65.709119587704
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,,,,,,SI,,,,10063050,-28.419848734219,-65.698837796038
BUENOS AIRES,9 de Julio,Carlos María Naón,497,,,,,,,SI,SI,SI,6588020,-35.239499381663,-60.825135875015
BUENOS AIRES,9 de Julio,Dudignac,2670,,,SI,,,SI,SI,SI,SI,6588040,-35.651192851112,-60.709896279909
BUENOS AIRES,9 de Julio,La Aurora (Est. La Niña),531,,,,,,,,,SI,6588050,-35.407946793443,-61.210566820487
BUENOS AIRES,9 de Julio,Manuel B. Gonnet (Est. French),748,SI,,,SI,,,SI,SI,SI,6588060,-35.520141450738,-60.998948797654
BUENOS AIRES,9 de Julio,Marcelino Ugarte (Est. Dennehy),76,,,,,,,SI,,SI,6588070,-35.346266259332,-60.745344682682
BUENOS AIRES,9 de Julio,Morea,347,,,,,,,,,,6588080,-35.556388009845,-60.560594055316
BUENOS AIRES,9 de Julio,Norumbega,57,,,,,,,SI,,,6588090,-35.535739270757,-60.792814363232
BUENOS AIRES,9 de Julio,Patricios,745,SI,,,,,,SI,SI,,6588110,-35.439552697237,-60.717438471232
BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),566,,,,SI,,SI,SI,SI,SI,6588120,-35.498923949093,-60.864720710646
BUENOS AIRES,Adolfo Alsina,Carhué,9660,SI,,SI,SI,,SI,SI,SI,SI,6007010,-37.177480103051,-62.757896260402
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,563,,,,SI,,,SI,,SI,6007020,-37.448618646963,-63.117609405389
BUENOS AIRES,Adolfo Alsina,Delfín Huergo,14,,,,,,,,,,6007030,-37.317329263196,-63.233169062210
BUENOS AIRES,Adolfo Alsina,Espartillar,21,,,,,,,,,SI,6007040,-37.356334563872,-62.438763781021
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,104,,,,SI,,,SI,,,6007050,-37.454437801629,-63.256595003378
BUENOS AIRES,Adolfo Alsina,La Pala,27,,,,,,,,,,6007060,-36.661340085294,-63.366128167524
BUENOS AIRES,Adolfo Alsina,Maza,1748,,,,SI,SI,SI,SI,SI,SI,6007070,-36.799946813773,-63.338515150622
BUENOS AIRES,Escobar,Ingeniero Maschwitz,14734,SI,SI,,SI,,SI,SI,SI,SI,6252010,-34.379000633232,-58.730334241236
BUENOS AIRES,Escobar,Loma Verde,3783,,,,SI,,,,SI,SI,6252010,-34.328523489086,-58.850699772836
BUENOS AIRES,Escobar,Maquinista F. Savio (este),37480,SI,SI,,SI,,SI,SI,SI,SI,6252010,-34.396488833632,-58.762945882972
BUENOS AIRES,Escobar,Matheu,16903,SI,SI,,SI,SI,SI,SI,SI,SI,6252010,-34.368877966618,-58.840229187885
BUENOS AIRES,Escobar,Puerto Paraná,0,,,,,,,,SI,SI,6252010,-34.246700000000,-58.730800000000
BUENOS AIRES,Esteban Echeverría,9 De Abril,50116,SI,SI,SI,SI,,SI,SI,SI,SI,6260010,-34.756507576812,-58.490292350972
BUENOS AIRES,Esteban Echeverría,Canning,7941,SI,SI,,SI,,SI,SI,SI,SI,6260010,-34.884979135105,-58.477809937233
CATAMARCA,Fray Mamerto Esquiú,Collagasta,373,,,,,,,,,,10063010,-28.361677639790,-65.728269016503
CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,,,,SI,,,,SI,,10063050,-28.412788450685,-65.717536985489
BUENOS AIRES,Adolfo Alsina,Rivera,3217,,,,SI,,,SI,,SI,6007080,-37.158354611381,-63.244219494361
BUENOS AIRES,Adolfo Alsina,Thames,0,,,,,,,,,,6007010,-36.929165562051,-63.295726532488
BUENOS AIRES,Adolfo Alsina,Villa Margarita,0,,,,,,,,,,6007100,-37.460099284796,-63.240565859985
BUENOS AIRES,Adolfo Alsina,Yutuyaco,16,,,,,,,,,,6007110,-36.988430944500,-63.133808887439
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),9066,SI,,SI,SI,,SI,SI,SI,SI,6014010,-38.033399508760,-60.100334174064
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,1625,,,,SI,,SI,SI,SI,SI,6014020,-37.963502175856,-60.415659383962
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,212,,,,,,SI,SI,,,6014030,-37.823387171604,-60.484639770555
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,43,,,,,,SI,SI,SI,SI,6014040,-38.176686139184,-60.170848730378
BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),8260,SI,,SI,SI,,SI,SI,SI,SI,6021010,-35.033073434784,-60.280619728710
BUENOS AIRES,Alberti,Coronel Seguí,146,,,,,,,,,,6021020,-34.868118998432,-60.393970882340
BUENOS AIRES,Alberti,Mechita,412,SI,,,,,,,SI,SI,6021030,-35.068013673391,-60.402597163270
BUENOS AIRES,Alberti,Pla,192,,,,,,,SI,,,6021040,-35.124381975234,-60.220061261526
BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),112,,,,,,,,SI,SI,6021050,-35.109617833281,-60.070551324606
BUENOS AIRES,Alberti,Villa María,24,,,,,,,,,,6021060,-34.888125544769,-60.346938561488
BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),815,,,,,,,SI,SI,SI,6021070,-34.843532944986,-60.304849863364
MISIONES,Apóstoles,Rincón de Azara,252,,,,,,,,,,54007050,-28.108077909743,-55.631887984846
MISIONES,Apóstoles,San José,5338,SI,,,SI,,SI,SI,SI,SI,54007060,-27.765317999054,-55.774692075895
BUENOS AIRES,Almirante Brown,Adrogué,30271,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34.801558073733,-58.391467719154
BUENOS AIRES,Almirante Brown,Burzaco,92223,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34.831541589178,-58.398687487141
BUENOS AIRES,Almirante Brown,Claypole,44098,SI,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.804475908048,-58.344782553104
BUENOS AIRES,Almirante Brown,Don Orione,46366,,SI,,,,SI,,SI,SI,6028010,-34.821075164311,-58.344745798996
BUENOS AIRES,Almirante Brown,Glew,61985,SI,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.886011418041,-58.381830184251
BUENOS AIRES,Almirante Brown,Jose Mármol,43494,,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.785144251071,-58.368147560379
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,,,,,,SI,,SI,,10063050,-28.373447347993,-65.708129251598
BUENOS AIRES,Almirante Brown,Longchamps,51001,SI,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.860945025572,-58.389147692243
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,25844,SI,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.818958316964,-58.423561060624
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,17928,SI,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.855689500554,-58.361646542791
BUENOS AIRES,Almirante Brown,Rafael Calzada,60422,SI,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.791136751332,-58.350598184222
BUENOS AIRES,Almirante Brown,San Francisco Solano,30355,SI,SI,SI,SI,,SI,SI,SI,SI,6028010,-34.786674357847,-58.321936352157
BUENOS AIRES,Almirante Brown,San Jose,48151,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34.767377192420,-58.343277140436
MISIONES,Apóstoles,Tres Capones,485,,,,,,,,,,54007070,-28.000087270321,-55.608042877744
MISIONES,Cainguás,1º de Mayo,403,,,,,,,,,SI,54014060,-27.166084894771,-55.029165269622
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,1207,,,,,SI,SI,,,,6266050,-34.327300355155,-59.075990546034
BUENOS AIRES,Exaltación de la Cruz,Parada Robles  Pavón,8008,SI,,,SI,,SI,SI,SI,SI,6266060,-34.358111895149,-59.031001070945
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,5651,SI,,SI,SI,SI,,SI,SI,SI,6270010,-34.812821628352,-58.552165006289
BUENOS AIRES,Ezeiza,Canning,3444,SI,SI,SI,SI,,SI,SI,SI,SI,6270010,-34.896228395734,-58.508700600272
BUENOS AIRES,Ezeiza,Carlos Spegazzini,25990,SI,SI,SI,SI,SI,SI,SI,SI,SI,6270010,-34.933848986952,-58.578001733478
BUENOS AIRES,Ezeiza,José Maria Ezeiza,56219,SI,SI,SI,SI,SI,SI,SI,SI,SI,6270010,-34.853610010307,-58.519552165391
BUENOS AIRES,Ezeiza,La Unión,33227,SI,SI,,SI,SI,,SI,SI,SI,6270010,-34.850385967702,-58.555869546229
MISIONES,Eldorado,Nueva Delicia,817,,,,,,,,,,54042035,-26.179139547255,-54.583657281889
MISIONES,Eldorado,Pueblo Nuevo,651,,,,,,,,,,54042055,-26.244541360802,-54.590467561081
BUENOS AIRES,Ezeiza,Tristán Suarez,37944,SI,SI,SI,SI,,SI,SI,SI,SI,6270010,-34.885152714985,-58.570033584550
BUENOS AIRES,Florencio Varela,Bosques,64077,SI,SI,SI,SI,,SI,SI,SI,SI,6274010,-34.827580702831,-58.222912003949
BUENOS AIRES,Florencio Varela,El Tropezon,0,,,,,,,,SI,SI,6274010,-34.956404857413,-58.278745429974
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,26005,SI,SI,SI,SI,,,SI,SI,SI,6274010,-34.812285887223,-58.242653263350
BUENOS AIRES,Florencio Varela,Florencio Varela,149676,SI,SI,SI,SI,SI,SI,SI,SI,SI,6274010,-34.796054430851,-58.274858895334
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,61135,SI,SI,SI,SI,,,SI,SI,SI,6274010,-34.815239726139,-58.308233424591
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,32994,SI,SI,,SI,,,SI,SI,SI,6274010,-34.864807526005,-58.211043732230
BUENOS AIRES,Florencio Varela,La Capilla,0,,,,SI,,,SI,SI,SI,6274010,-34.943733010955,-58.263255091435
BUENOS AIRES,La Plata,Villa Parque Sicardi,0,,,,,,SI,,SI,SI,6441030,-34.983028846192,-57.867465307405
BUENOS AIRES,Lanús,Gerli,33704,SI,SI,SI,SI,,,SI,SI,SI,6434010,-34.690957150272,-58.383862849216
BUENOS AIRES,Lanús,Lanús Este,55952,SI,SI,SI,SI,SI,SI,SI,SI,SI,6434010,-34.710860921665,-58.372504746373
BUENOS AIRES,Lanús,Lanús Oeste,159094,,SI,SI,SI,,SI,SI,SI,SI,6434010,-34.695781531499,-58.416253274019
BUENOS AIRES,Lanús,Monte Chingolo,86220,SI,SI,SI,SI,,,SI,SI,SI,6434010,-34.730209894021,-58.356174185007
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,82576,SI,SI,SI,SI,,SI,SI,SI,SI,6434010,-34.723808815713,-58.397669711018
BUENOS AIRES,Lanús,Valentín Alsina,41716,SI,SI,SI,SI,,SI,SI,SI,SI,6434010,-34.672035526127,-58.413485167508
BUENOS AIRES,Laprida,Laprida,8840,,SI,,SI,,,SI,SI,SI,6448010,-37.546797643490,-60.797053596580
BUENOS AIRES,Laprida,Pueblo Nuevo,36,,,,,,SI,,,,6448020,-37.326322700000,-60.909840900000
BUENOS AIRES,Laprida,Pueblo San Jorge,248,,,,,,SI,SI,,,6448030,-37.229862689289,-60.962165845044
BUENOS AIRES,Las Flores,Coronel Boerr,15,,,,,,SI,,,,6455010,-35.941444033422,-59.069354728784
BUENOS AIRES,Las Flores,El Trigo,43,,,,SI,,SI,,,,6455020,-35.881548351148,-59.406336990339
BUENOS AIRES,Las Flores,Las Flores,21455,SI,,,SI,,SI,SI,SI,SI,6455030,-36.015496914535,-59.100465921843
BUENOS AIRES,Las Flores,Pardo,159,,,,,,SI,,SI,SI,6455040,-36.243758046051,-59.366291633831
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,318,SI,,,,,SI,,SI,SI,6462010,-34.441800334900,-61.844878783816
BUENOS AIRES,Leandro N. Alem,El Dorado,318,,,,,SI,SI,SI,,,6462020,-34.652860874752,-61.582908505887
BUENOS AIRES,Leandro N. Alem,Fortín Acha,103,,,,,,SI,,,,6462030,-34.343042027450,-61.515665526707
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),3404,SI,SI,,SI,,SI,SI,SI,SI,6462040,-34.438791932635,-61.812189382174
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,2468,,SI,,,,SI,,SI,SI,6462050,-34.521724623460,-61.391182899484
BUENOS AIRES,Leandro N. Alem,Vedia,8827,SI,,,SI,SI,SI,SI,SI,SI,6462060,-34.497398434993,-61.545344763148
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,247,,,,,,,SI,,,10063020,-28.308717374011,-65.722209843993
BUENOS AIRES,Quilmes,Villa La Florida,35135,SI,SI,SI,SI,,SI,SI,SI,SI,6658010,-34.768884133924,-58.295709248912
BUENOS AIRES,Ramallo,El Paraíso,423,,,,,,,SI,,,6665010,-33.567915265445,-59.979112348311
BUENOS AIRES,Ramallo,Las Bahamas,31,,,,,,,,SI,SI,6665020,-33.636610082553,-59.989556346582
BUENOS AIRES,Ramallo,Pérez Millán,4570,,,,SI,,,SI,SI,SI,6665030,-33.767449780483,-60.092734366715
BUENOS AIRES,Ramallo,Ramallo,13319,SI,SI,,SI,SI,SI,SI,SI,SI,6665040,-33.487702116989,-60.007220974161
BUENOS AIRES,Ramallo,Villa General Savio (Est. Sánchez),1511,,,,,,,,SI,SI,6665050,-33.435267217945,-60.145131652229
BUENOS AIRES,Ramallo,Villa Ramallo,11280,SI,SI,,SI,,,SI,SI,SI,6665060,-33.502293213764,-60.065013803531
BUENOS AIRES,Rauch,Rauch,12705,SI,,SI,SI,SI,SI,SI,SI,SI,6672010,-36.775503548573,-59.087111402995
BUENOS AIRES,Rivadavia,América,11685,SI,SI,,SI,SI,SI,SI,SI,SI,6679010,-35.490341242949,-62.976375984077
BUENOS AIRES,Rivadavia,Fortín Olavarría,1086,SI,,,SI,,,,SI,SI,6679020,-35.704884849952,-63.023033275250
BUENOS AIRES,Rivadavia,González Moreno,1610,,,,,,SI,,SI,SI,6679030,-35.557652925608,-63.381580040232
BUENOS AIRES,Rivadavia,Mira Pampa,40,,,,,,,,,,6679040,-35.870386734848,-63.374201068772
BUENOS AIRES,Rivadavia,Roosevelt,239,,,,,,,SI,,,6679050,-35.846632015513,-63.289811831748
BUENOS AIRES,Rivadavia,San Mauricio,18,,,,,,,,,,6679060,-35.511802282146,-63.188215486126
BUENOS AIRES,Rivadavia,Sansinena,522,,,,SI,,SI,SI,,SI,6679070,-35.275029540062,-63.213543674192
BUENOS AIRES,Rivadavia,Sundblad,63,,,,,,,,,,6679080,-35.765641663668,-63.138610097360
BUENOS AIRES,Rojas,Barrio Las Margaritas,0,,,,,,,,,,6686080,-34.193237414565,-60.682026499989
BUENOS AIRES,Rojas,La Beba,37,,,,,,,,,,6686010,-34.155563354492,-61.012142181397
BUENOS AIRES,Rojas,Las Carabelas,1107,,,,SI,SI,SI,SI,,SI,6686020,-34.038100265193,-60.868526417422
BUENOS AIRES,Rojas,Los Indios,66,,,,,,,,,,6686030,-34.373569610780,-60.652371026563
BUENOS AIRES,Rojas,Rafael Obligado,901,,,,,,SI,,,SI,6686040,-34.358813248862,-60.784569325601
BUENOS AIRES,Rojas,Roberto Cano,23,,,,,,,,,,6686050,-34.086112976074,-60.666774749756
BUENOS AIRES,Rojas,Rojas,19766,SI,SI,SI,SI,,SI,SI,SI,SI,6686060,-34.196160044602,-60.733263646715
BUENOS AIRES,Rojas,Sol de Mayo,20,,,,,,,,,,6686070,-34.268944851224,-60.871777342098
BUENOS AIRES,Rojas,Villa Manuel Pomar,52,,,,,,,,,,6686080,-33.915950880546,-60.937938023888
BUENOS AIRES,Rojas,Villa Parque Cecir,0,,,,,,,,,,6686060,-34.170717598931,-60.743833681656
BUENOS AIRES,Roque Pérez,Carlos Beguerie,399,,,,,,SI,SI,,,6693010,-35.485469045728,-59.101715597891
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,254,,,,,,,,,,10063030,-28.317843245719,-65.742344719222
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,,,,SI,,,,SI,SI,10063050,-28.423776678826,-65.706213432073
BUENOS AIRES,Arrecifes,Arrecifes,26400,SI,SI,SI,SI,SI,SI,SI,SI,SI,6077010,-34.064591121211,-60.102556444354
BUENOS AIRES,Arrecifes,Todd,732,,,,SI,,,SI,SI,SI,6077020,-34.032824047535,-60.156227006575
BUENOS AIRES,Arrecifes,Viña,464,SI,SI,,,,,,SI,SI,6077030,-33.992276515609,-60.226321120548
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,3550,,,,,,,,SI,SI,6035010,-34.675005647849,-58.310563424814
BUENOS AIRES,Avellaneda,Avellaneda,25325,SI,SI,SI,SI,SI,SI,SI,SI,SI,6035010,-34.662650805902,-58.365699023272
BUENOS AIRES,Avellaneda,Crucesita,22745,,SI,,SI,,,SI,SI,SI,6035010,-34.669105873510,-58.357454441235
BUENOS AIRES,Avellaneda,Dock Sud,37392,SI,SI,,SI,,SI,SI,SI,SI,6035010,-34.649126692853,-58.341177476914
BUENOS AIRES,Avellaneda,Gerli,32384,,SI,,SI,,,SI,SI,SI,6035010,-34.684763754055,-58.372602550341
BUENOS AIRES,Florencio Varela,Villa Brown,7484,,SI,,SI,,,,SI,SI,6274010,-34.879042472556,-58.289809249679
BUENOS AIRES,Florencio Varela,Villa San Luis,12693,,SI,,,,,,SI,SI,6274010,-34.862792925851,-58.255323227435
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,27308,SI,SI,SI,SI,,,SI,SI,SI,6274010,-34.838027648260,-58.288889907176
BUENOS AIRES,Florencio Varela,Villa Vatteone,44632,SI,SI,SI,SI,,,SI,SI,SI,6274010,-34.830319317635,-58.263523990119
BUENOS AIRES,Florentino Ameghino,Blaquier,676,,,,,SI,SI,SI,SI,SI,6277010,-34.635661633275,-62.478682132188
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,7225,SI,,,SI,,,SI,SI,SI,6277020,-34.846677699169,-62.467157580538
BUENOS AIRES,Florentino Ameghino,Porvenir,156,,,,,,SI,,,,6277030,-34.952229218373,-62.217422988662
BUENOS AIRES,General Alvarado,Centinela del Mar,1,,,,,,SI,,,,6280005,-38.434880636732,-58.216863731472
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6623,,,SI,SI,SI,SI,SI,SI,SI,6280010,-38.111933511851,-57.841535312154
BUENOS AIRES,General Alvarado,Mar del Sur,453,,,SI,,,SI,SI,SI,SI,6280020,-38.344688153311,-57.992039306573
BUENOS AIRES,General Alvarado,Mechongué,1307,SI,,,,,SI,SI,SI,SI,6280030,-38.148654513832,-58.223012106580
CATAMARCA,Paclín,La Viña,129,,,,,,SI,,,,10077060,-28.044445782746,-65.607938357840
CATAMARCA,Paclín,Las Lajas,136,,,,,SI,,,,,10077070,-27.826913357423,-65.740107926721
CATAMARCA,Paclín,Monte Potrero,186,,,,,,,,SI,SI,10077080,-28.191246072880,-65.670675013192
BUENOS AIRES,Lincoln,Arenaza,1328,,,,SI,,,SI,SI,SI,6469010,-34.984604300216,-61.772911698859
BUENOS AIRES,Lincoln,Bayauca,541,,,,,,SI,SI,,SI,6469020,-34.871051133712,-61.289545144638
BUENOS AIRES,Lincoln,Bermúdez,72,,,,,,,,,,6469030,-34.696604710860,-61.325012881054
BUENOS AIRES,Lincoln,Carlos Salas,234,,,,,,SI,,,,6469040,-35.391366287144,-61.994910233193
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),1041,SI,,,,,,SI,SI,SI,6469050,-35.332181721581,-61.614085168437
BUENOS AIRES,Lincoln,El Triunfo,1543,,,SI,SI,,,SI,SI,SI,6469060,-35.088221077585,-61.516333323282
BUENOS AIRES,Lincoln,Las Toscas,485,SI,,,,,,SI,,,6469070,-35.362758636475,-61.806159973145
BUENOS AIRES,Lincoln,Lincoln,28051,SI,SI,SI,SI,,,SI,SI,SI,6469080,-34.869042222818,-61.529164966929
BUENOS AIRES,Lincoln,Pasteur,1962,,,,,SI,SI,SI,SI,SI,6469090,-35.142638633708,-62.243902894460
BUENOS AIRES,Lincoln,Roberts,2982,,,SI,SI,,,SI,SI,SI,6469100,-35.144087567688,-61.970785954126
BUENOS AIRES,Lincoln,Triunvirato,76,,,,,,,,,,6469110,-34.675837979247,-61.465708705905
BUENOS AIRES,Lobería,Arenas Verdes,12,,,,,,SI,,SI,SI,6476010,-38.546378238697,-58.557322112625
BUENOS AIRES,Lobería,Licenciado Matienzo,76,,,,,,SI,,,,6476020,-37.909792711815,-58.912096594306
BUENOS AIRES,Lobería,Lobería,13005,SI,,SI,SI,,SI,SI,SI,SI,6476030,-38.165273387122,-58.782230331500
BUENOS AIRES,Lobería,Pieres,36,,,,,,SI,SI,,SI,6476040,-38.396230618200,-58.670580006548
BUENOS AIRES,Roque Pérez,Roque Pérez,10358,SI,SI,SI,SI,,SI,SI,SI,SI,6693020,-35.401637582420,-59.334685784521
BUENOS AIRES,Saavedra,Arroyo Corto,514,,,,SI,,,SI,,,6700010,-37.512917973477,-62.311683774743
BUENOS AIRES,Saavedra,Colonia San Martín,92,,,,,,,,,,6700020,-37.976915209114,-62.332609556046
BUENOS AIRES,Saavedra,Dufaur,182,,,,,,,SI,,,6700030,-37.942822301365,-62.284864272698
BUENOS AIRES,Saavedra,Espartillar,785,,,,SI,,SI,SI,,SI,6700040,-37.360434394237,-62.429738682571
BUENOS AIRES,Saavedra,Goyena,516,,,,SI,,,,,,6700050,-37.719251850233,-62.607129633002
BUENOS AIRES,Saavedra,Las Encadenadas,9,,,,,,,,,,6700055,-38.036108271630,-62.470414073632
BUENOS AIRES,Saavedra,Pigüé,14383,,,,SI,,,SI,SI,SI,6700060,-37.606389603363,-62.405772875914
BUENOS AIRES,Saavedra,Saavedra,2276,,,,SI,,SI,SI,SI,SI,6700070,-37.763640219950,-62.350632804126
BUENOS AIRES,Saladillo,Alvarez de Toledo,213,,,,SI,SI,,SI,SI,,6707010,-35.639160918213,-59.629238344058
BUENOS AIRES,Saladillo,Blaquier,0,,,,,,,,,,6707060,-35.767700734608,-59.303864287423
BUENOS AIRES,Saladillo,Cazón,209,,,,SI,,,SI,,,6707030,-35.576803202395,-59.664503762869
BUENOS AIRES,Saladillo,Del Carril,1270,,,,,,SI,SI,,SI,6707040,-35.512717228593,-59.515820203533
BUENOS AIRES,Saladillo,Polvaredas,392,,,,,,,,,,6707050,-35.593907231155,-59.507973484920
MISIONES,Eldorado,Puerto Mado,342,,,,,,,,,,54042060,-26.231089912159,-54.624714660798
MISIONES,Eldorado,Puerto Pinares,2743,,,,,,,,,SI,54042070,-26.426817427183,-54.685766008413
