Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
BUENOS AIRES,Castelli,Cerro de la Gloria,107,,,,SI,,,,SI,,6168030,-35.976053059995,-57.448735444787
BUENOS AIRES,Chacabuco,Castilla,689,,,,,,SI,SI,,,6210010,-34.613124701480,-59.900519458056
BUENOS AIRES,Chacabuco,Chacabuco,38418,SI,SI,SI,SI,,SI,SI,SI,SI,6210020,-34.642984399941,-60.470184350435
BUENOS AIRES,Chacabuco,Los Angeles,54,,,,,,,,SI,SI,6210030,-34.457506400000,-60.180184513205
BUENOS AIRES,Chacabuco,O'Higgins,1206,SI,,,SI,,SI,SI,SI,SI,6210040,-34.585470786825,-60.698632584069
BUENOS AIRES,Chacabuco,Rawson,2123,SI,,,SI,,SI,SI,SI,SI,6210050,-34.608637433731,-60.067710676101
BUENOS AIRES,Chascomús,Barrio Lomas Altas,61,,,,,,,,,,6217003,-35.573988922917,-58.068043647519
BUENOS AIRES,General Villegas,Villa Saboya,331,,,,,,,SI,,SI,6392110,-34.460791633490,-62.649344456796
BUENOS AIRES,General Villegas,Villa Sauze,423,,,,,,,SI,,,6392120,-35.285829820047,-63.368205547617
BUENOS AIRES,Guaminí,Arroyo Venado,56,,,,,,SI,,,,6399010,-37.086466284533,-62.539148229111
BUENOS AIRES,Guaminí,Casbas,4450,,,SI,,,SI,SI,SI,SI,6399020,-36.758095339619,-62.501775408455
BUENOS AIRES,Guaminí,Garré,1036,,,,SI,,,SI,,SI,6399030,-36.560437877282,-62.598112037783
BUENOS AIRES,Guaminí,Guaminí,2845,,,,SI,,SI,SI,SI,SI,6399040,-37.012088130867,-62.416685729656
BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),1677,SI,,,SI,,SI,SI,,,6399050,-36.809052438080,-62.245148075442
BUENOS AIRES,Hipólito Yrigoyen,Henderson,8645,SI,,SI,,,SI,SI,SI,SI,6406010,-36.299463037009,-61.717840180526
BUENOS AIRES,Hipólito Yrigoyen,Herrera Vegas,115,,,,,,,,,,6406020,-36.088325404148,-61.411250076720
BUENOS AIRES,Hurlingham,Hurlingham,63307,SI,SI,SI,SI,,SI,SI,SI,SI,6408010,-34.593093135626,-58.635720950975
JUJUY,Yavi,El Cóndor,146,,,,,,,,,,38112030,-22.383451243468,-65.327904834485
JUJUY,Yavi,La Intermedia,178,,,,SI,,,,,,38112040,-22.422488594859,-65.700385084978
SAN JUAN,Zonda,Villa Tacu,0,,,,,,,,,,70133010,-31.529332144952,-68.725341068319
SAN LUIS,Ayacucho,Balde De Azcurra,0,,,,,,,,,,74007050,-32.136513149338,-66.854453887488
BUENOS AIRES,Hurlingham,Villa Santos Tesei,66463,SI,SI,SI,SI,,SI,SI,SI,SI,6408010,-34.612394444823,-58.653810369193
BUENOS AIRES,Hurlingham,William C. Morris,51471,,SI,,SI,,SI,,SI,SI,6408010,-34.581562283029,-58.658300536554
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,111138,SI,SI,SI,SI,SI,SI,SI,SI,SI,6410010,-34.644055116120,-58.688489332955
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,23264,,,,,,SI,,SI,SI,6410010,-34.669943026570,-58.673304415784
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,33422,SI,SI,SI,SI,,SI,SI,SI,SI,6410010,-34.616869580894,-58.693287500009
BUENOS AIRES,José C. Paz,Del Viso,6873,,SI,,,,,SI,SI,SI,6412010,-34.480495794913,-58.804258898399
BUENOS AIRES,José C. Paz,José C Paz,250301,SI,SI,SI,SI,SI,SI,SI,SI,SI,6412010,-34.521161196546,-58.770881112578
BUENOS AIRES,Necochea,Costa Bonita,0,,,,,,SI,,SI,SI,6581040,-38.559592000000,-58.630651700000
BUENOS AIRES,Necochea,Energía,63,,,,,,SI,,,,6581025,-38.558012533561,-59.336456667107
BUENOS AIRES,Necochea,Juan N. Fernández,2721,SI,,,,SI,SI,SI,SI,SI,6581030,-38.009178778302,-59.263498834782
BUENOS AIRES,Necochea,Necochea  Quequén,84784,SI,SI,SI,SI,SI,SI,SI,SI,SI,6581040,-38.571170228570,-58.770241983875
BUENOS AIRES,Necochea,Nicanor Olivera (Est. La Dulce),2131,SI,,SI,,,SI,SI,SI,,6581050,-38.284636195992,-59.202754253612
BUENOS AIRES,Necochea,Ramón Santamarina,430,,,,,,,SI,SI,SI,6581060,-38.450389733334,-59.331115441615
BUENOS AIRES,Olavarría,Blancagrande,65,,,,,,,,,,6595010,-36.532888708264,-60.882454913260
BUENOS AIRES,Olavarría,Colonia Hinojo,3841,,,,,,SI,,,SI,6595070,-36.880069449922,-60.178055297061
BUENOS AIRES,Olavarría,Colonia Nievas,10,,,,,,,,,,6595030,-36.864137025796,-60.081642470400
BUENOS AIRES,Olavarría,Colonia San Miguel,902,,,,,,,,,,6595040,-36.949565979189,-60.110895408318
BUENOS AIRES,Olavarría,Espigas,492,,,,,,,SI,,,6595050,-36.412273239634,-60.673069464700
BUENOS AIRES,Olavarría,Hinojo,3841,SI,,,,SI,,SI,SI,SI,6595060,-36.880512071906,-60.177194024547
BUENOS AIRES,Olavarría,Olavarría,89721,SI,SI,SI,SI,SI,,SI,SI,SI,6595070,-36.892093578886,-60.318004655958
BUENOS AIRES,Olavarría,Recalde,385,,,,,,,SI,,,6595080,-36.651501617282,-61.084504026982
BUENOS AIRES,Olavarría,Santa Luisa,40,,,,,,,,SI,,6595090,-37.125679016113,-60.415870666504
BUENOS AIRES,Chivilcoy,San Sebastián,166,SI,,,,,SI,SI,,,6224070,-34.944378381526,-59.701859736935
BUENOS AIRES,Colón,Colón,23206,SI,SI,,SI,,SI,SI,SI,SI,6175010,-33.897863360635,-61.099560506382
BUENOS AIRES,Colón,El Arbolito,0,,,,,,,SI,,,6175010,-33.914783801968,-60.943808184600
BUENOS AIRES,Colón,Pearson,257,,,,,,,SI,,,6175030,-33.651896302743,-60.892223988046
BUENOS AIRES,Colón,Sarasa,71,,,,,,SI,,,,6175040,-34.052335309234,-61.201904091474
BUENOS AIRES,Colón,Villa Manuel Pomar,199,,,,,,,,,,6175020,-33.914780000000,-60.943810000000
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,164,,,,SI,,SI,SI,SI,SI,6182010,-38.764770507813,-61.920967102051
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,681,,,,,SI,,SI,SI,SI,6182020,-38.996196394863,-61.547199008711
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,327,,,,,,SI,,SI,SI,6182025,-38.783940279939,-62.119519475671
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta (Est Almirante Solier),58315,SI,SI,SI,SI,SI,,SI,SI,SI,6182030,-38.881352734696,-62.074953608869
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,0,,,,,,,,SI,SI,6182030,-38.853224263071,-62.116475203993
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias (Est. Kilómetro 638),1845,,,,SI,,,SI,,SI,6182050,-38.806900141105,-62.094985395380
BUENOS AIRES,Coronel Dorrego,Aparicio,80,,,,,,,SI,SI,SI,6189010,-38.620494912078,-60.880960342641
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,158,,,,SI,,,SI,,,6189020,-38.922490688973,-60.532977447194
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,11510,SI,SI,SI,,,SI,SI,SI,SI,6189030,-38.716623914832,-61.288494887970
BUENOS AIRES,Coronel Dorrego,El Perdido (Est. José A. Guisasola),919,,,,SI,,SI,SI,SI,SI,6189040,-38.675775278760,-61.088442179793
BUENOS AIRES,Coronel Dorrego,Faro,20,,,,,,,,,,6189050,-38.796678109591,-61.068877213476
BUENOS AIRES,Coronel Dorrego,Irene,13,,,,,,,,SI,SI,6189060,-38.554342634266,-60.695493874839
BUENOS AIRES,Coronel Dorrego,Oriente,1778,,,,SI,,SI,SI,,SI,6189070,-38.738849114569,-60.609223815083
BUENOS AIRES,Coronel Dorrego,Paraje La Ruta,10,,,,,,,,,SI,6189075,-38.653416410678,-60.860855768590
BUENOS AIRES,Coronel Dorrego,San Román,38,,,,,,,,SI,SI,6189080,-38.741555088511,-61.537720011230
BUENOS AIRES,Coronel Pringles,Coronel Pringles (Est. Pringles),20263,SI,SI,SI,SI,,SI,SI,SI,SI,6196010,-37.986521055690,-61.354071566107
BUENOS AIRES,Coronel Pringles,El Divisorio,46,,,,,,,,,SI,6196020,-38.323563603079,-61.445057812782
BUENOS AIRES,Coronel Pringles,El Pensamiento,12,,,,,,,,,,6196030,-38.215409427545,-61.314584777145
BUENOS AIRES,Coronel Pringles,Indio Rico,1054,,,SI,SI,,SI,SI,SI,SI,6196040,-38.329377096778,-60.886634026638
BUENOS AIRES,Coronel Pringles,Lartigau,22,,,,,,,,,,6196050,-38.445919036630,-61.566096860456
BUENOS AIRES,Coronel Suárez,Cascadas,11,,,,,,,,,,6203010,-37.289961582544,-62.297168245711
BUENOS AIRES,Coronel Suárez,Coronel Suárez,23621,SI,SI,SI,SI,,SI,SI,SI,SI,6203020,-37.459622493874,-61.931753011399
BUENOS AIRES,Coronel Suárez,Cura Malal,95,,,,,,,,,,6203030,-37.484301869944,-62.103619598640
BUENOS AIRES,Coronel Suárez,D'Orbigny,20,,,,,,,,,,6203040,-37.677229308778,-61.705260854656
BUENOS AIRES,La Costa,Las Toninas,5278,SI,SI,SI,SI,,SI,SI,SI,SI,6420010,-36.488397628562,-56.700435257953
BUENOS AIRES,La Costa,Lucila Del Mar,0,SI,SI,,SI,,SI,,SI,SI,6420030,-36.662749135837,-56.681713606757
BUENOS AIRES,La Costa,Mar de Ajó  San Bernardo,28466,SI,SI,SI,SI,,SI,SI,SI,SI,6420020,-36.687411014040,-56.684140063998
BUENOS AIRES,La Costa,San Clemente del Tuyú,12126,SI,SI,SI,SI,,SI,SI,SI,SI,6420030,-36.353238831075,-56.723944139417
BUENOS AIRES,La Costa,Santa Teresita  Mar del Tuyú,23581,SI,SI,SI,SI,,SI,SI,SI,SI,6420040,-36.540911180842,-56.705867443875
BUENOS AIRES,La Matanza,20 De Junio,1171,SI,SI,SI,,,SI,SI,SI,SI,6427010,-34.785533650838,-58.717185001908
BUENOS AIRES,La Matanza,Aldo Bonzi,18965,SI,SI,,,,SI,SI,SI,SI,6427010,-34.714172889068,-58.508904376567
BUENOS AIRES,Puán,Estela,2,,,,,,,,,SI,6651050,-38.108095008486,-62.912904137599
BUENOS AIRES,Puán,Felipe Solá,626,,,,,,,SI,,SI,6651060,-38.005992834739,-62.818693668264
BUENOS AIRES,Puán,López Lecube,32,,,,,,,,,,6651070,-38.117119011796,-62.725484937345
BUENOS AIRES,Pehuajó,Francisco Madero,1389,,,SI,,,SI,SI,SI,SI,6609030,-35.848306519414,-62.069391842312
BUENOS AIRES,Pehuajó,Inocencio Sosa,31,,,,,,SI,,,,6609035,-35.718419647489,-62.114277736542
BUENOS AIRES,Pehuajó,Juan José Paso,2176,,,,SI,,SI,SI,SI,SI,6609040,-35.852474055732,-62.296212380219
BUENOS AIRES,Pehuajó,Magdala,195,,,,,,SI,SI,,,6609050,-36.084670790337,-61.725474784186
BUENOS AIRES,Pehuajó,Mones Cazón,1764,,,,,,SI,SI,SI,SI,6609060,-36.230177647609,-62.006994409193
BUENOS AIRES,Pehuajó,Nueva Plata,206,,,,,,SI,SI,,,6609070,-35.919911743848,-61.813399516498
BUENOS AIRES,Pehuajó,Pehuajó,31533,SI,SI,SI,SI,,SI,SI,SI,SI,6609080,-35.812303068960,-61.898820756104
BUENOS AIRES,Pehuajó,San Bernardo (Est. Guanaco),282,,,,,,SI,SI,,,6609090,-35.713736534799,-61.647783018110
BUENOS AIRES,Pehuajó,San Esteban,92,,,,,,SI,,,,6609020,-35.732740000000,-61.743930000000
BUENOS AIRES,Pellegrini,Bocayuva,83,,,,,,,,,SI,6616010,-36.206573013932,-63.076155473155
BUENOS AIRES,Pellegrini,De Bary,63,,,,,,,,,,6616020,-36.341680665542,-63.261153317151
BUENOS AIRES,Pellegrini,Pellegrini,5115,SI,SI,SI,,SI,SI,SI,SI,SI,6616030,-36.269735228239,-63.165286109702
BUENOS AIRES,Pergamino,Acevedo,1499,SI,SI,,,,SI,SI,SI,SI,6623010,-33.755665348987,-60.440837386539
BUENOS AIRES,Pergamino,Fontezuela,365,SI,,,SI,,SI,SI,,,6623020,-33.913839237139,-60.462865093208
BUENOS AIRES,Pergamino,Guerrico,774,,SI,,,,SI,,SI,SI,6623030,-33.674584963817,-60.400686593861
BUENOS AIRES,La Matanza,Ciudad Evita,97087,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.724535850078,-58.537006376855
BUENOS AIRES,La Matanza,Gonzalez Catán,233988,SI,SI,SI,SI,SI,SI,SI,SI,SI,6427010,-34.772465248521,-58.640486163456
BUENOS AIRES,La Matanza,Gregorio De Laferrere,248439,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.746837996228,-58.592532885817
BUENOS AIRES,La Matanza,Isidro Casanova,192465,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.718429157069,-58.577751528605
BUENOS AIRES,La Matanza,La Tablada,113689,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.687053668966,-58.525612398625
BUENOS AIRES,La Matanza,Lomas Del Mirador,74065,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.665694972362,-58.533155331168
BUENOS AIRES,Pergamino,Juan A. de la Peña,211,,,,,,SI,,,,6623040,-33.832276738107,-60.486489535695
BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),976,SI,,,SI,,SI,SI,SI,SI,6623050,-33.926337859290,-60.382903480944
BUENOS AIRES,Pergamino,La Violeta,1041,SI,,,,,,SI,SI,SI,6623060,-33.734785140316,-60.170177308643
BUENOS AIRES,Pergamino,Manuel Ocampo,1078,,,,SI,,SI,SI,SI,SI,6623070,-33.764723267360,-60.649242933386
BUENOS AIRES,Pergamino,Mariano Benítez,168,,,,,,,SI,,,6623080,-33.709027041110,-60.584259904588
BUENOS AIRES,Pergamino,Mariano H. Alfonzo (Est. San Patricio),993,,,,,SI,,,SI,SI,6623090,-33.914997900461,-60.838355065772
BUENOS AIRES,Pergamino,Pergamino,91399,SI,SI,SI,SI,SI,SI,SI,SI,SI,6623100,-33.894990056319,-60.571640079495
BUENOS AIRES,Pergamino,Pinzón,393,,,,,,SI,,,,6623110,-33.994721117405,-60.731648004099
BUENOS AIRES,Pergamino,Rancagua,695,SI,,,SI,SI,,SI,,SI,6623120,-34.030372247577,-60.504232700134
BUENOS AIRES,Pergamino,Villa Angélica (Est. El Socorro),1144,,,,,,,,SI,SI,6623130,-33.664703744308,-60.708437263563
BUENOS AIRES,Pergamino,Villa San José,145,,,,SI,,,SI,,,6623140,-34.090669579500,-60.416271662714
BUENOS AIRES,Pila,Casalins,66,,,,,,SI,,SI,,6630010,-36.318141992369,-58.552502552287
BUENOS AIRES,Pila,Pila,2502,,,SI,SI,,SI,SI,SI,SI,6630020,-36.001474613772,-58.142777887389
BUENOS AIRES,Tres De Febrero,Villa Raffo,7948,SI,SI,,SI,,,SI,SI,SI,6840010,-34.608309075340,-58.531971808320
BUENOS AIRES,Tres Lomas,Ingeniero Thompson,150,,,,,,,SI,,,6847010,-36.610254113189,-62.910961213967
BUENOS AIRES,Tres Lomas,Tres Lomas,8061,SI,SI,SI,SI,,SI,SI,SI,SI,6847020,-36.458109497037,-62.862135509133
BUENOS AIRES,Vicente López,Carapachay,14923,SI,SI,,SI,,,SI,SI,SI,6861010,-34.525914969146,-58.535763942763
BUENOS AIRES,Vicente López,Florida,47339,SI,SI,,SI,,SI,SI,SI,SI,6861010,-34.532743263661,-58.491097959920
BUENOS AIRES,Vicente López,Florida Oeste,27261,SI,SI,,SI,SI,SI,SI,SI,SI,6861010,-34.539422336650,-58.514813794307
BUENOS AIRES,Vicente López,La Lucila,12014,SI,SI,,SI,,,SI,SI,SI,6861010,-34.498543332947,-58.486582489457
BUENOS AIRES,Vicente López,Munro,35234,SI,SI,,SI,SI,SI,SI,SI,SI,6861010,-34.527262307825,-58.525506058871
BUENOS AIRES,Vicente López,Olivos,74242,SI,SI,SI,SI,SI,,SI,SI,SI,6861010,-34.512161433984,-58.498544423234
BUENOS AIRES,Vicente López,Vicente López,23668,SI,SI,SI,SI,,SI,SI,SI,SI,6861010,-34.525536745172,-58.473649502523
BUENOS AIRES,Vicente López,Villa Adelina,9122,,SI,,SI,,,,SI,SI,6861010,-34.528759648756,-58.546024262390
BUENOS AIRES,Vicente López,Villa Martelli,25616,SI,SI,,SI,SI,SI,SI,SI,SI,6861010,-34.552597952770,-58.509143264423
BUENOS AIRES,Villa Gesell,Mar Azul,1797,,,,,,,SI,SI,SI,6868010,-37.336673157680,-57.032501468863
BUENOS AIRES,Villa Gesell,Mar De Las Pampas,0,,,,,,,,SI,SI,6868020,-37.328131235518,-57.039907009777
BUENOS AIRES,Villa Gesell,Villa Gesell,29593,SI,,,SI,,,SI,SI,SI,6868020,-37.246470469850,-56.970726762441
BUENOS AIRES,Villarino,Argerich,80,,,,,,SI,SI,,,6875010,-38.768656083727,-62.602527677103
BUENOS AIRES,Villarino,Colonia San Adolfo,109,,,,,,,,,,6875020,-39.398395251823,-62.571172108867
BUENOS AIRES,Villarino,Country Los Medanos,61,,,,,,SI,,,,6875025,-38.846844591557,-62.738741885831
BUENOS AIRES,Villarino,Hilario Ascasubi,3427,,,,,,,SI,SI,SI,6875030,-39.375860263266,-62.647790087735
BUENOS AIRES,Villarino,Juan Cousté (Est. Algarrobo),1993,,,SI,,,SI,SI,SI,SI,6875040,-38.894260418873,-63.136158191890
BUENOS AIRES,Villarino,Mayor Buratovich,5372,SI,,,SI,,,SI,SI,SI,6875050,-39.259094679362,-62.615788958992
BUENOS AIRES,Villarino,Médanos,5245,SI,SI,SI,,,SI,SI,SI,SI,6875060,-38.829314551218,-62.694332157434
BUENOS AIRES,Villarino,Pedro Luro,9494,SI,SI,,SI,,SI,SI,SI,SI,6875070,-39.500776727462,-62.687431715985
BUENOS AIRES,Villarino,Teniente Origone,145,,,,,,SI,SI,,SI,6875080,-39.058058666856,-62.569713740202
BUENOS AIRES,Zárate,Barrio Saavedra,0,,,,,,,,SI,SI,6882050,-34.126384337285,-59.020156759664
BUENOS AIRES,Zárate,Country Club El Casco,452,,,,,,,,SI,SI,6882020,-34.127588514162,-59.083459600817
BUENOS AIRES,Zárate,Escalada,213,,,,,,,,,,6882030,-34.160933188334,-59.112539983688
BUENOS AIRES,Zárate,Lima,10219,SI,,,SI,SI,,SI,SI,SI,6882040,-34.043633593964,-59.197333959554
MENDOZA,Lavalle,Las Violetas,87,,,,,,,,,,50056140,-32.820815190573,-68.616414076372
MENDOZA,Lavalle,Villa Tulumaya,7870,,,,SI,,SI,,SI,SI,50056160,-32.719614242927,-68.603043853793
CABA,COMUNA 01,SAN TELMO,20453,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.621520011584,-58.371545387630
CORDOBA,Marcos Juárez,Guatimozín,2428,SI,,,,SI,SI,,SI,SI,14063130,-33.461741129209,-62.439143450262
CORDOBA,Marcos Juárez,Inriville,3709,SI,,,,,SI,SI,SI,SI,14063140,-32.943840523533,-62.230548752542
CORDOBA,Marcos Juárez,Isla Verde,4361,SI,SI,,SI,,,SI,SI,SI,14063150,-33.240107150196,-62.404426547367
CORDOBA,Marcos Juárez,Leones,10391,SI,SI,,SI,,SI,SI,SI,SI,14063160,-32.658391411409,-62.299914625293
CORDOBA,Pocho,Taninga,129,,,,,,SI,,,,14077070,-31.345400052973,-65.080116873837
CORDOBA,Pocho,Villa de Pocho,171,,,,,,SI,SI,,SI,14077080,-31.488089484031,-65.283035385619
BUENOS AIRES,La Matanza,Rafael Castillo,147069,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.713205458349,-58.625836512168
BUENOS AIRES,La Matanza,Ramos Mejía,139369,SI,SI,SI,SI,SI,SI,SI,SI,SI,6427010,-34.652308182372,-58.559211473294
BUENOS AIRES,La Matanza,San Justo,148882,SI,SI,SI,SI,SI,SI,SI,SI,SI,6427010,-34.688160424871,-58.562678571540
BUENOS AIRES,La Matanza,Tapiales,21437,SI,SI,SI,SI,SI,SI,SI,SI,SI,6427010,-34.710831777060,-58.495008488146
BUENOS AIRES,La Matanza,Villa Eduardo Madero,106891,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.698115688068,-58.487757596142
SAN LUIS,Libertador Grl. San Martín,Las Chacras,176,,,,,SI,SI,,,,74063030,-32.543513228654,-65.744638690122
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,111,,,,,,SI,,,,74063040,-32.629812029629,-65.551144128608
SAN LUIS,Libertador Grl. San Martín,Los Comederos,0,,,,,,,,,,74063020,-32.728942172843,-65.730549057135
SAN LUIS,Libertador Grl. San Martín,Mesilla Del Cura,0,,,,,,,,,,74063050,-32.447413940000,-65.826329910000
BUENOS AIRES,Zárate,Zárate,98522,SI,SI,,SI,SI,SI,SI,SI,SI,6882050,-34.099863067226,-59.024557255152
CABA,COMUNA 01,CONSTITUCION,44107,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.625047864229,-58.384387226424
CORDOBA,Marcos Juárez,Los Surgentes,2752,SI,,,SI,SI,,SI,SI,SI,14063170,-32.984382630457,-62.023703988319
CORDOBA,Marcos Juárez,Marcos Juárez,27004,SI,SI,,SI,,SI,SI,SI,SI,14063180,-32.691309981156,-62.105794672699
BUENOS AIRES,Ensenada,Dique Nº 1,0,,,,,,,,SI,SI,6245010,-34.875848554831,-57.933629899398
BUENOS AIRES,Ensenada,Ensenada,56463,SI,SI,SI,SI,,SI,SI,SI,SI,6245010,-34.867977020845,-57.921437924666
BUENOS AIRES,Ensenada,Isla Santiago (Oeste),0,,,,,,,,,SI,6245010,-34.837046199076,-57.899962040900
BUENOS AIRES,Ensenada,Punta Lara,0,,,,,,,,SI,SI,6245010,-34.834668939478,-58.001048187099
BUENOS AIRES,Ensenada,Villa Catela,0,,,,,,SI,,SI,SI,6245010,-34.884600148052,-57.951129025528
BUENOS AIRES,Escobar,Belen de Escobar,64544,SI,SI,,SI,SI,SI,SI,SI,SI,6252010,-34.351670413025,-58.783252674264
BUENOS AIRES,Escobar,El cazador,4722,,SI,,SI,,,SI,SI,SI,6252010,-34.303490490221,-58.781127456011
BUENOS AIRES,Escobar,Garín,70042,SI,SI,,SI,SI,SI,SI,SI,SI,6252010,-34.428785229178,-58.736173259655
CATAMARCA,El Alto,Vilismán,112,,,,,,,,,SI,10056060,-28.502113315307,-65.438548999524
BUENOS AIRES,Esteban Echeverría,El Jagüel,60132,,SI,,SI,SI,SI,SI,SI,SI,6260010,-34.830450504102,-58.494869419897
BUENOS AIRES,Esteban Echeverría,Luis Guillón,46649,SI,SI,SI,SI,,SI,SI,SI,SI,6260010,-34.800196435999,-58.453096405264
BUENOS AIRES,Esteban Echeverría,Monte Grande,135893,SI,SI,SI,SI,SI,SI,SI,SI,SI,6260010,-34.819136863074,-58.472694760351
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,14,SI,,,,,,SI,,,6260010,-34.812821628352,-58.552165006289
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,243,,,,,,SI,,SI,SI,6266010,-34.336378690895,-59.109414971771
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor (Est. Capilla),9244,SI,,SI,SI,,,SI,SI,SI,6266020,-34.291210866804,-59.101523272444
BUENOS AIRES,Exaltación de la Cruz,Diego Gaynor,236,,,,,,,,,,6266030,-34.288973975279,-59.222781222713
BUENOS AIRES,Exaltación de la Cruz,El Remanso,0,SI,,,,,SI,SI,SI,SI,6266030,-34.414947739374,-59.086281182388
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,7174,SI,SI,SI,,SI,,SI,SI,SI,6266040,-34.330073699385,-58.988565158817
BUENOS AIRES,La Matanza,Villa Luzuriaga,104585,SI,SI,SI,SI,,SI,SI,SI,SI,6427010,-34.673086644643,-58.593879235954
BUENOS AIRES,La Matanza,Virrey Del Pino,127171,SI,SI,,SI,,SI,SI,SI,SI,6427010,-34.847521346904,-58.686067635918
BUENOS AIRES,La Plata,Abasto,0,SI,SI,,SI,,SI,SI,SI,SI,6441030,-35.010368196018,-58.115184858518
BUENOS AIRES,La Plata,Angel Etcheverry,0,,SI,,,,SI,,SI,SI,6441030,-35.026158091133,-58.095906005662
BUENOS AIRES,La Plata,Arana,0,,,,,,SI,,,,6441030,-35.030055610492,-57.886525001086
BUENOS AIRES,La Plata,Arturo Segui,0,,SI,,,,,SI,SI,SI,6441030,-34.890739713539,-58.132711650613
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,0,,,,,,SI,,,,6441030,-34.970754422349,-57.810895028304
BUENOS AIRES,La Plata,Barrio El Peligro,0,SI,,,,,,SI,SI,SI,6441030,-34.933333000000,-58.166667000000
BUENOS AIRES,La Plata,Barrio Gambier,0,,,,,,SI,,SI,SI,6441030,-34.935959452748,-57.983763052199
BUENOS AIRES,La Plata,Barrio Las Malvinas,0,,,,,,,,SI,SI,6441030,-34.937488016347,-58.009395416986
BUENOS AIRES,La Plata,Barrio Las Quintas,0,,,,,,,,,SI,6441030,-34.925721098755,-58.039340303675
BUENOS AIRES,La Plata,Lomas de Copello,420,,,,,,,,,,6441040,-34.952038565985,-57.840938598017
BUENOS AIRES,La Plata,City Bell,0,,SI,,SI,,SI,SI,SI,SI,6441030,-34.887938274437,-58.058232803869
BUENOS AIRES,La Plata,Country Club El Rodeo,262,,,,,,,,SI,SI,6441010,-35.079468805389,-58.139327573294
BUENOS AIRES,La Plata,El Retiro,0,,,,SI,,,,SI,SI,6441030,-34.947617556249,-57.995743221203
BUENOS AIRES,La Plata,Esquina Negra,0,,,,,,,,SI,SI,6441030,-35.038806066743,-58.059306162008
BUENOS AIRES,La Plata,Ignacio Correas,108,,,,,,SI,,,,6441020,-35.034560034141,-57.844024958673
BUENOS AIRES,La Plata,Joaquin Gorina,0,,SI,,SI,,,SI,SI,SI,6441030,-34.901781733576,-58.039185928571
BUENOS AIRES,La Plata,Jose Hernandez,0,,SI,,SI,,,,SI,SI,6441030,-34.898589663573,-58.014397202664
BUENOS AIRES,La Plata,Jose Melchor Romero,0,,SI,,,,,,SI,SI,6441030,-34.945509243862,-58.036290474661
BUENOS AIRES,La Plata,La Cumbre,0,,,,,,SI,,SI,SI,6441030,-34.923591771736,-58.001947873394
BUENOS AIRES,La Plata,La Plata,207620,SI,SI,SI,SI,SI,SI,SI,SI,SI,6441030,-34.920863104693,-57.954056006247
BUENOS AIRES,La Plata,La Providencia,0,,,,,,,,,,6441030,-35.023247600000,-58.230702800000
BUENOS AIRES,La Plata,Lisandro Olmos,0,,SI,,,,,,SI,SI,6441030,-34.997608600975,-58.043377425691
BUENOS AIRES,La Plata,Los Hornos,0,,SI,,SI,,SI,,SI,SI,6441030,-34.973715513981,-57.985053906272
BUENOS AIRES,La Plata,Manuel B Gonnet,0,,SI,,SI,,,SI,SI,SI,6441030,-34.881951193345,-58.018991534204
BUENOS AIRES,La Plata,Poblet,0,,,,,,,,,,6441030,-35.060458100000,-57.954742600000
BUENOS AIRES,La Plata,Ringuelet,0,,SI,,SI,,,SI,SI,SI,6441030,-34.891054494157,-57.991378192160
BUENOS AIRES,La Plata,Rufino De Elizalde,0,,,,,,,,SI,SI,6441030,-34.971090077418,-57.952435128824
BUENOS AIRES,La Plata,ruta del sol,0,SI,,,,,,,SI,SI,6441050,-34.943733354143,-58.173265238971
